file_path,page_count,total_chars,total_words,text_sample,technical_score,structure_score,content_score,overall_score,issues,is_text_based,sample_id,faculty,file_size,error
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part2\9933005298404146\12395173900004146\9933005298404146.pdf,57,91617,15162," 
 
אוניברסיטת תל-אביב 
 בית הספר לחינוך 
ע""ש חיים וג'ואן קונסטנטינר 
 
החוג לחינוך מתמטי ,מדעי וטכנולוגי 
 
 
 
 
 
 
 
מרעיון לשרטוט ומשרטוט לבנייה: 
על תהליך התיכון אצל ילדי גן 
 
 
 
 
 עבודה לקראת התואר""מוסמך למדעי הרוח"" 
(MA)
  
 במגמת טכנולוגיה ולמידה  
 
 
 
על-ידי  
הדר יוהס פ
לד 
 
 
 
 
  
העבודה בוצעה בהנחייתו של 
פרופ' דוד מיודוסר 
 
 
 
 
 
 
 
 
מס 'מילים :
11,029
 
 
 
 
 יולי9102
 

 
 
תודות 
 
 
 ברצוני להודות לכל מי שליווה אותי במהלך ביצוע המחקר וכתיבת
העבודה. 
ראשית לפרופ 'ד",100,45,60,68.33333333333333,"['Multiple spaces', 'Multiple empty lines', 'Page numbers in content', 'Repeated headers/footers']",TRUE,9933005298404146,"בית הספר לחינוך,",1797400,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part8\990023820200204146\12395397650004146\2358337.pdf,91,161650,24638," אוניברסיטת  תל- אביב 
הפקולטה להנדסה ע""ש איבי ואלדר פליישמן 
בית הספר לתארים מתקדמים ע""ש זנדמן-סליינר 
 
 
 
 
 
 
 
 
 
רשתות טיטניום המצופות בפולימר 
 בעל
נקבוביות גבוהה המשחרר פקטור
י גדילה 
ליישום בהנדסת רקמות 
 
 
 
 
 
 
 
 
חיבור זה הוגש כעבודת גמר לקראת התואר ""מוסמך אוניב
רסיטה"" בהנדסה ביו-רפואית 
 
 
 
 
 
 
 על- ידי 
 
שיר פוקס אורנבך 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
תמוז תשע""א 
 
(
 יולי1122
) 

 אוניברסיטת  תל- אביב
 
הפקולטה להנדסה ע""ש איבי ואלדר פליישמן
 
בית הספר לתארים מתקדמים ע",75,30,50,51.666666666666664,"['Multiple spaces', 'Multiple empty lines', 'Page numbers in content', 'Repeated headers/footers']",TRUE,990023820200204146,"המחלקה להנדסה ביו-רפואית,",1989316,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part2\9932998495204146\12395130330004146\9932998495204146.pdf,89,89,0,"
























































































",50,70,100,73.33333333333333,[],FALSE,9932998495204146,"החוג לסטטיסטיקה וחקר ביצועים,",1057106,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part2\990022706350204146\12394969720004146\002270635.pdf,121,121,0,"
























































































































",75,70,100,81.66666666666667,[],FALSE,990022706350204146,"בית הספר לחינוך,",2097186,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part11\9933359459204146\12396406440004146\9933359459204146.pdf,152,152,0,"























































































































































",75,70,100,81.66666666666667,[],FALSE,9933359459204146,בית הספר למדעי המחשב,3475186,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part12\990025067940204146\12395652630004146\2060461.pdf,191,284423,49096,"אוניברסיטת תל-אביב
  
הפקולטה  לרפואה ע
""
ש סאקלר
  
החוג לאפידמיולוגיה
 ורפואה מונעת
  
  
  
  
  
  
  
גורמי סיכון 
וסמנים של 
דלקת כבד נגיפית מסוג C
) 
HCV
 (
 בקרב תורמי דם עולים ממדינות חבר העמים בהשוואה
לתורמי דם ילידי ישראל
   .
  
  
  
  
  
חיבור לשם  קבלת התואר
  
""
דוקטור לפילוסופיה
   ""
מאת
ח : 
נה קרצמן
  
  
דצמבר 2005
  

  
TEL-AVIV UNIVERSITY 
SACKLER SCHOOL OF MEDICINE 
DEPARTMENT OF EPIDEMIOLOGY AND PREVENTIVE MEDICINE 
 
 
 
Risk factors and markers of Hepatitis C Virus (H",100,55,50,68.33333333333333,"['Multiple spaces', 'Multiple empty lines', 'Page numbers in content', 'Repeated headers/footers']",TRUE,990025067940204146,לא ידוע,894247,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part1\9932934492404146\12394573580004146\9932934492404146.pdf,22,29979,4688," 
 
 
 
אוניברסיטת תל-אביב
 
הפקולטה לרפואה ע""ש סאקלר
 
 
 
ש
כיחות השמנה 
בקרב ילדים חולי סרטן בעת האבחנה
. 
 
 
 מוגש ע""י שני פרץ ברדן
כחלק
 
מהדרישות
 
לקבלת
 
תואר
 ""
דוקטור
 
לרפואה
"" 
מטעם
בית 
 
הספר
 
לרפואה
 ע""ש 
סאקלר
  של 
אוניברסיטת
תל -
.אביב
 
 
 
העבודה
 
בוצעה
 
בהנחיית 
:
פרופ' 
דלית מודן מוזס מהיחידה לאנדוקרינולוגיה וסכרת נעורים בבה""ח 
אדמונד ולילי ספרא לילדים מ.ר.חיים שיבא.
 
 
 
 
 
 :תאריך
דצמבר, 2017
 
 
 
 

 
 
 
אוניברסיטת תל-אביב
 
הפקולטה לרפואה ע""ש סאקלר
 
 
 
ש
כיחות",75,80,70,75,"['Multiple empty lines', 'Page numbers in content', 'Repeated headers/footers']",TRUE,9932934492404146,"הפקולטה לרפואה ע""ש סאקלר,",324400,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part1\9932933187304146\12394515620004146\9932933187304146.pdf,109,109,0,"












































































































",75,70,100,81.66666666666667,[],FALSE,9932933187304146,"החוג לארצות מתפתחות,",2364048,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part13\990025162720204146\12395879020004146\2516272.pdf,64,64,0,"































































",75,70,100,81.66666666666667,[],FALSE,990025162720204146,"החוג לפסיכולוגיה,",1250547,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part10\990025045430204146\12395572000004146\2503978.pdf,161,202362,32174,"  
  
  
פיתוח ואיפ
י
ון ננו
 -
 חומרים אנודיים מורכבים
 
בעלי 
קיבול
 
גבוה
 
עבור מצברי ליתיום יון 
 
  
  
  
  
חיבור לשם קבלת תואר ""דוקטור לפילוסופיה""
  
  
  
  
מאת
  
  
סבטלנה מנקין בחבוט
  
  
  
  
  
  
הוגש לסנאט של אוניברסיט
ת 
תל אביב
  
   
  
  
  
יולי 2012
                                   
 אב תשע""ב
  
  
  
  
  
  
  

  
  
  
  
  
  
  
  
  
  
  
  
  
 עבודה זו נעשתה בהנחייתם של
  
  
  
  
  
  
פרופסור עמנואל פלד 
ו
פרופסור
 
דינה גולודניצקי
  
  
  
  
  
  
  
בי",75,30,50,51.666666666666664,"['Multiple spaces', 'Multiple empty lines', 'Page numbers in content', 'Repeated headers/footers']",TRUE,990025045430204146,"בית הספר לכימיה,",7091283,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part6\9933458318504146\12407164560004146\9933458318504146.pdf,280,806237,130151,"אוניברסיטת תל אביב
 
הפקולטה לרפואה ע""ש סאקלר
 
המדרשה לתארים מתקדמים ע""ש אדלסון
 
התוכנית לפסיכותרפיה
 
 
 
 
 מעשה הטיפול הפסיכואנליטי הויניקוטיאני- 
אופני הנוכחות של המטפל כמכוננים את התהוותו של
 
המטופל
 
 
 
 
חיבור לשם קבלת התואר
 
""""דוקטור לפילוסופיה
 
 
 
מוגש על ידי: מאיר שלוש
 
 
מנחים: ד""ר שלמה מנדלוביץ' וד""ר בעז שלגי
 
 
נ
ובמבר  2021
 
 

 
                                                                       
 
הכרת תודה
 
 
.לד""ר שלמה מנדלוביץ' על הנחיה מיטיבה שניווטה בתבונה את מ",75,30,50,51.666666666666664,"['Multiple spaces', 'Multiple empty lines', 'Page numbers in content', 'Repeated headers/footers']",TRUE,9933458318504146,החוג לפסיכותרפיה,2155655,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part4\9933301800304146\12396146880004146\9933301800304146.pdf,94,118646,18661,"אוניברסיטת
אביב-תל
הפקוטלה
להנסדה
ע""ש
איני
ואלדד
פליישמן
המחלקה
להנדסת
חשמל-אלקטרוניקה
פיזיקלית
 ·~·.- -
...... 
, 
. 
1 THESfS~ 
\ לוא •יייe
_1 
J 8תיt6 לcאנ וr 
1 ~- ---· 
פיזורם
של
נושאי
מעטן
הנלכדים
בפואן
מקומי
במלהך
מחזור
הכתיבה
והמחיקה
הראשון
של
התקן
זיכרון
לא
נדיף
עבל
מדובד
שער
במבנה4-Si02 
~ 
Si02-Si 
חיבור
זה
תוגש
כעבודת
גמר
לקראת
תתואר
,ומוסמך
אוניברסיטת""
בהנדסת
חשמל
ואטקלחנקיה
אבוניסרביטת
אביב-תל
ידי-על
גיל
מילטברג-גב.ע
העבודה
נעשתה
במחלקה
להנדסת
חשמל-אלקטרוניקה
פיזיקלית
בכרדהת
רפןפו
",75,70,70,71.66666666666667,"['Page numbers in content', 'Repeated headers/footers']",TRUE,9933301800304146,בית הספר להנדסת חשמל,2724431,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part8\990023098270204146\12395217040004146\2309827.pdf,27,27,0,"


























",75,70,100,81.66666666666667,[],FALSE,990023098270204146,החוג לכלכלה,12876493,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part12\990025069750204146\12395668580004146\2139859.pdf,64,94892,15918,"אן
ני
ברסיטת
תII א
הפקןלטה
לרפןאה
עII ש
סאקלר
ביה""ס
למקצןעןת
הבריאןת
החןג
לסיעןד
תכנית
המןסמך
עבודת
תזה
בנושא
 :
כוונת
התנהגות
של
הצוות
הסיעודי
לעבוד
על
פי
נהלים
רפואיים
בהנחיית
:פרופ'
נילי
טבק
פרופ'
חווה
גולנדר
ד""ר
סילביה
קוטוו
מגישה
:אלה
קוגו
ת
 : ז.306168535 
אוקטובר2007 

תקציר
טיפול
אשר
מבוסס
ע
ל
עדות
זמינה
של
יעילות
קל
י
נ
ית
ותקציבית
 ,
הפך
לאסטרטגיה
לאומית
במתן
שירותי
בר
י
אות
 .
ב
י
שראל
 ,
משרד
הבר
יא
ות
קבע
הל נ
ים
על
מנת
להבטיח
אי
כות
ט
י
פול
 .
הנהלים
מהווים
הנחיה
כתובה
בה
מפורטים
ת",75,55,70,66.66666666666667,"['Page numbers in content', 'Repeated headers/footers']",TRUE,990025069750204146,לא ידוע,21839815,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part7\9933590999904146\12429889270004146\9933590999904146.pdf,64,98725,16587," 
 
 
 
 
לת תטיסרבינוא-ביבא 
הןודרוג ןושרג ש""ע הרבחה יעדמל הטלוקפ 
בי היגולוכיספה יעדמל רפסה ת 
 
 
 
 
 
 
או החימצו בכרומ לבא יוזיחל תוומה לש ןבומהו תיביטינגוק היצטנייר
פ.הוולמ םייח לעב ןדבוא תובקעב תיתמוארט טסו 
 
 
 
 
 
חיב ""הטיסרבינוא ךמסומ"" ראותה תארקל רמג תדובעכ שגוה הז רו– 
M.A
. 
בביבא לת תטיסרבינוא 
 
 
על:ידי  
 
להבושת ןורי 
 
 
 
 
 
  
 
ה:תייחנהב הנכוה הדובע 
 
רלטיירק תימלוש רוספורפ 
 
 
 
 
 
רבוטקוא 
2023

 
 
 
 
 
לת תטיסרבינוא-ביבא 
הןודרוג ןושרג ש""ע הרבחה יעדמל הטלוקפ 
בי",100,40,50,63.333333333333336,"['Multiple spaces', 'Multiple empty lines', 'Page numbers in content', 'Repeated headers/footers']",TRUE,9933590999904146,"בית הספר למדעי הפסיכולוגיה,",879686,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part7\9933561917904146\12435683890004146\9933561917904146.pdf,64,78562,12618,"צ
ג-( 
i 
!- ' 
אוניברסיטת
תל-אניב
הפקולטה
למדעו-החיים
ע""ש
ג'
ורג'
ס.
רריז
המחלקה
לביוכימיה
אימ
ו
ניליזציה
של
השמר
r; 
S accharomyces cerevisiae כג'ל
פוליאקרילמאיד-
הידראזיד
מצרלנ
ע
""י
גליאוקםל
חבור
זה
תוגש
כענודה
לקראת
התואר
""מוסמך
למדעים""
באוניברסיטת
תל-אנ
יב
על-ירי
גיליה
פינם-גנני
הענודה
הרכנה
נמרכז
לביוטכנולוגיה
של
אוניברסיטת
חל-אנ
יב
בהדרכת
דייר
עמיחי
פרימו
ספטמבר,1981 

אימרניליזציה
של
השמר
אוניברסיטת
אניב-תל
הפקולטה
החווס-למדעי
ע""ש
ג'
ררגי
ס.
רריז
המחלקה
לביוכימיה
Saccharomyces cerevisiae",75,70,70,71.66666666666667,"['Page numbers in content', 'Repeated headers/footers']",TRUE,9933561917904146,החוג לביוכימיה וביולוגיה מולקולרית,1343825,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part1\9932933189704146\12394514980004146\9932933189704146.pdf,134,134,0,"





































































































































",75,70,100,81.66666666666667,[],FALSE,9932933189704146,"המרכז ללימודים אורבניים ואזוריים,",2476077,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part17\990032613040204146\12397296070004146\3261304.pdf,158,285440,44696," 
 
 אוניברסיטת תל-אביב 
הפקולטה לרפואה ע""ש סאקלר 
המדרשה לתארים מתקדמים ע""ש מרים ושלדון ג' אדלסון 
 
 
החוג לחינוך רפואי 
 
 
 
 
יישומן של בדיקות גנטיות וגבולות הידע הרפואי 
 
מקרה בוחן של בדיקת קריוטיפ באבחון נטיה לתוקפנות ובסיווג מינן של ספורטאיות 
 
 
 
 
 
 
 חיבור לשם
קבלת התואר 
""""דוקטור לפילוסופיה 
מאת רועי שני 
 
 
 
 
 
 
 
הוגש לסנאט של אוניברסיטת תל-אביב 
דצמבר 
2016
 
 
 
 
 
 
 
 
 
 

 
 
 
 
 
 
 
 
 
 
 
 
עבודה זו נעשתה בהנחיית פרופסור יחיאל בר אילן 
 
 
 
 
 
 
 
 
 
 
 
 
 
",75,45,70,63.333333333333336,"['Multiple empty lines', 'Page numbers in content', 'Repeated headers/footers']",TRUE,990032613040204146,החוג לחינוך רפואי,2055558,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part11\990025573930204146\12396390210004146\2557393.pdf,139,139,0,"










































































































































",75,70,100,81.66666666666667,[],FALSE,990025573930204146,החוג למדיניות ציבורית,2148898,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part17\990032573370204146\12397268430004146\003257337.pdf,258,726816,278686,"








	










































 
!
""
#
$
%
&
'
(
)
*
+
,
-
.
/
0
0
/
1
.
2
3
4
5
6
7
8
9
:
;
;
<
=
>
<
?
@
=
;
:
?
A
@
B
>
C
8
D
E
F
G
H
I
H
J
F
G
J
K
H
L
M
H
N
D
K
O
H
P
E
P
J
Q
M
R
S
J
K
H
Q
F
T
P
O
U
V
W
X
W
V
Y
Z
[
Z
\
]
^
_
_
`
a
b
c
d
a
e
f
g
^
h
`
g
e
b
^
h
i
f
j
k
l
l
k
m
n
o
p
q
















	



































 
!
""
#
$
#
""
%
#
&
'
(
'
)
*
!
+",100,80,30,70,"['Multiple spaces', 'Multiple empty lines', 'Page numbers in content']",TRUE,990032573370204146,"בית הספר למדעי התרבות ע""ש שירלי ולסלי פורטר,",10390052,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part6\9933464019604146\12408643260004146\9933464019604146.pdf,175,352909,53162," 
 
 
 
 אוניברסיטת תל אביב 
הפקולטה לרפואה ע״ש סאקלר 
המדרשה לתארים מתקדמים ע״ש דר' מרים וש
לדון ג' אדלסון 
החוג לאפידמיולוגיה ורפואה מונעת, בי""ס לבריאות הציבור 
 
 
 :עבודת דוקטורט בנושא 
 הערכת התכנית הלאומית לגילוי נשאות למחלות תורשתיות בארץ -  
 נושאים נבחרים 
 
שם התלמיד :
 
 
 דוידוב בקירוב בלה 
 
:מנחה  
 ,פרופ' תמי שוחטMD
 ,
MPH 
                        
 
 החוג לאפידמיולוגיה ורפואה מונעת 
 אוניברסיטת ת״א 
 
 :יועץ 
דר’ 
 ,עמיהוד זינגרMD
 
 מנהל המחלקה לגנטיקה קהילתית 
 משרד הבריאות 
 
",75,30,50,51.666666666666664,"['Multiple spaces', 'Multiple empty lines', 'Page numbers in content', 'Repeated headers/footers']",TRUE,9933464019604146,"הפקולטה לרפואה ע""ש סאקלר.",2408780,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part4\9933334347304146\12396294230004146\9933334347304146.pdf,89,89,0,"
























































































",75,70,100,81.66666666666667,[],FALSE,9933334347304146,"בית הספר לכימיה,",13624278,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part16\990029007560204146\12397050660004146\2900756.pdf,67,101065,15336,"1
 
 
אוניברסיטת תל-אביב 
הפקולטה למדעי החיים ע""ש ג'ורג' ס. וייז 
המדרשה לתארים מתקדמים 
 
 
""""מעצבים פרחים 
השפעת גודל וצורת הפרח באירוסי ההיכל על התנהגות מאביקים 
 
 
 חיבור זה הוגש כעבודת גמר לקראת""התואר ""מוסמך אוניברסיטה 
במסלול מדעי הצמח באוניברסיטת תל-אביב 
 
 
על-ידי 
 
עמר בר 
 
 
העבודה הוכנה במחלקה לביולוגיה מולקולרית ואקולוגיה של צמחים באוניברסיטת תל-אביב 
 
 
בהנחיית 
 
ד""ר יובל ספיר 
  
 
 
 
 
 אוגוסט2016
 
 
 

2
 
 
אוניברסיטת תל-אביב 
הפקולטה למדעי החיים ע""ש ג'ורג' ס. וייז 
המדר",75,55,70,66.66666666666667,"['Multiple empty lines', 'Page numbers in content', 'Repeated headers/footers']",TRUE,990029007560204146,"החוג לביולוגיה מולקולרית ואקולוגיה של צמחים,",3955874,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part3\9933220399404146\12395842780004146\9933220399404146.pdf,372,648178,96815," אוניברסיטת תל אביב
הפקולטה לאמנויות ע""ש יולנדה ודוד כץ
החוג לתולדות האמנות 
- תופעת השימוש החוזר בפורפיר בכנסיות הרומיות
משמעויותיו ותפקידיו בתרבות החזותית 
של ימי הביניים 
(Ph.D.) ""חיבור לשם קבלת התואר ""דוקטור לפילוסופיה
מאת
אורלי סניור ניב
  הוגש לסנאט אוניברסיטת תל אביב
       תמוז, תשע""ו אוגוסט 
2016 

 
 
 
 
 
 
 
חיבור זה נכתב בהנחייתה של 
פרופ' נורית כנען-קדר ז""ל 
(
2015-1938
) 
 
* * *
 
 
 
 
 
 
 
 
 
 
 
 
 

 
 
 
 
 
 מוקדש
לזכרם של הוריי 
 
לאבי, אריה סניור שנטע בי את הסקרנות וה
",75,30,50,51.666666666666664,"['Multiple spaces', 'Multiple empty lines', 'Page numbers in content', 'Repeated headers/footers']",TRUE,9933220399404146,"החוג לתולדות האומנות,",33098310,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part7\9933646316604146\12438883630004146\9933646316604146.pdf,322,698266,105266," 
 
 הפקולטה למדעי החברה על שם גרשון ה. גורדון 
בית הספר למדע המדינה, ממשל ויחסים בינלאומיים 
 
 
 
הכוח הפוליטי של מפלגות שמאל-
 רדיקלי אחרי המשבר הכלכלי של2008
 
 
 ""חיבור לשם קבלת התואר ""דוקטור לפילוסופיה 
 מאת 
 אור דר 
 
 
 העבודה
נערכה בהנחייתם של ד""ר עמוס זהבי וד""ר רונן מנדלקרן 
חברי הועדה המלווה: פרופ' דני פילק ופרופ' מיכאל שלו 
 
 
 הוגש לסנאט של
אוניברסיטת תל-
 אביב
כחלק ממילוי הדרישות לקבלת תואר שלישי 
 ינואר2023
 
 
 
 
 
 
 

2
 
 
 תוכן עניינים 
 
…………………..…………תקציר...
…………………………..",100,30,70,66.66666666666667,"['Multiple empty lines', 'Page numbers in content', 'Repeated headers/footers']",TRUE,9933646316604146,"בית הספר למדע המדינה, ממשל ויחסים בינלאומיים",2859065,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part2\9932993499404146\12395076840004146\9932993499404146.pdf,76,76,0,"











































































",50,70,100,73.33333333333333,[],FALSE,9932993499404146,"החוג למתמטיקה עיונית,",1045549,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part7\9933722219704146\12453064840004146\9933722219704146.pdf,30,33853,5985,"j',- li( 
נu
--: נ
שהפy ת
הרדמה
על•ידיENFLURANE 
y ל
מבגברן
הקריסה
ןy ל2,3 DIPHOSPHOGLYCERIC ACID 
THE EFFECT OF ENFLURANE ANESTHESIA 
ON HEHOSTASIS AND ON 2,3 DIPHOSPHOGLYCERIC ACID 
עבודת
גמר
של
הבוגר:
טר••בר
מלסר-ישראל
כמלו•
חלק•
של
הדרישות
לשם
קבלת
תואר
דוקטור
לרפואה
מטעם
הפקולטה
לרפואה,
ביה""D לרפואה
ע""ש
סאקלר
אונ•ברם,טn אב•ב-תל
בהדרכתו
של
המורה:
ובפקוח
של
 :
ד""ר
 . י
ר
רד•
ק
פר
 . פ ו
 . מ
חן
מחלקת
הרדמה
והתאוששות
ב•הייח
א•נילוב
אביב,-תל1980 

שהפעת
הרדמה
יד•-עלENFLURANE 
y ל
מנגנון
הקריסה
",75,80,70,75,['Page numbers in content'],TRUE,9933722219704146,"הפקולטה לרפואה ע""ש סאקלר",538595,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part4\9933346369204146\12396353520004146\9933346369204146.pdf,134,134,0,"





































































































































",75,70,100,81.66666666666667,[],FALSE,9933346369204146,בית הספר להנדסת חשמל,23190638,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part14\990028713870204146\12396788970004146\002871387.pdf,422,1278011,230625,"אוניברסיטת תל-אביב
 
הפקולטה לאמנויות
  
ע""
ש יולנדה כץ
  
החוג לקולנוע וטלוויזיה
  
  
  
  
משהו ללבוש
   :
  
 
תפקידים ואפיונים של הטרנסמגדר בקולנוע
  
  
  
  
  
  
  
חיבור לשם קבלת
 התואר 
 '
דוקטור לפילוסופיה
   '
  
מאת
  
  
אלכסנדרה 
)
סנדרה
( 
מאירי
  
  
  
  
  
  
  
  
הוגש לסנאט של אוניברסיטת תל
 -אביב
  
אוגוסט 2004
  
  
  

  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
  
עמוד השער
: 
הבמאי אלפרד היצ
'
קוק
  
  

",100,30,50,60,"['Multiple spaces', 'Multiple empty lines', 'Page numbers in content', 'Repeated headers/footers']",TRUE,990028713870204146,החוג לקולנוע וטלויזיה,6466259,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part2\9932998697404146\12395154870004146\9932998697404146.pdf,67,108778,17160,"1             -               --
   

2
 
 
תודות 
בראש ובראשונה ברצוני להודות למנחה: פרופ' ר
ו ת דפרין על שהסכימה לתת לי את הכבוד לעבוד
 תחת הדרכתה וכל זאת עם המון השקעה, סבלנות, דיוק, דיונים מרתקים
והטמעת 
 אהבתה לתחום
ח קר הכאב. תודה על הפיכת עבודה שיכלה להיות סיזיפית לעבודה מהנה, מעניינת, מאירה
 .ומאתגרת 
 תודה לצוות המסייע במעבדה לחקר הכאב באוניברסיטת תל-
 אביב. לדפנה גרוסברג, הילה גרינר
 ומירב בר יואב
ולשאר צוות המעבדה 
 על השעות המהנות ביחד, התמיכה לאורך הדרך, הלמידה
וההתפת .חות המשותפת 
",75,55,60,63.333333333333336,"['Multiple spaces', 'Multiple empty lines', 'Page numbers in content', 'Repeated headers/footers']",TRUE,9932998697404146,"החוג לפיזיותרפיה,",1126906,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part4\9933291599704146\12396098500004146\9933291599704146.pdf,95,134721,22667,"·/, 
אוניברסיטת
תל
אביב
הפקולטה
לרפואה
ע""ש
סאקלר
המדרשה
לתארים
מתקדמים
בית
הספר
למקצועות
הבריאות
החוג
לריפוי
בעסוק
f~ 
f-.a,.....-~""""""""""'~iוl 
""· 
ביצוע
אקדמי
של
סטודנטים
עם
מוגבלות
פיזית
המשתמשים
במחשב
עבודת
מחקר
לתואר
מוסמך
בריפוי
בעיסוק
אבוניברסיטת
תל
אביב
מוגש
על
דיי
 :
איריס
אדטו
בידן
בהנחיית
ךווך
דליה
זק""ש
 ,
וד11 ך
נעמי
שרויאר
החוג
לריפוי
בעיסוק
אוניברסיטת
חיפה
D 
362~4 
אטד
ו
2128""/ 93 
כס
ו לי
תשס
ח וו
נוב
 , בר מ2007 
1o,:. ~ 

~ 
f ץ1/ 
אוניברסיטת
תל
אביב
הפקולטה
לרפואה
ע11 ש
סאקלר
המ",75,55,70,66.66666666666667,"['Page numbers in content', 'Repeated headers/footers']",TRUE,9933291599704146,הפקולטה לרפואה.,21985571,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part7\9933591714604146\12429983220004146\9933591714604146.pdf,60,60,0,"



























































",75,70,100,81.66666666666667,[],FALSE,9933591714604146,"בית הספר למדעי המתמטיקה,",935101,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part14\990028361240204146\12396616460004146\128922.pdf,210,210,0,"

















































































































































































































",75,70,100,81.66666666666667,[],FALSE,990028361240204146,"המחלקה לפיסיקה ואסטרונומיה,",5846627,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part7\990020538890204146\12415794770004146\002053889-בגוף ראשון אמניות מייצגות בגופן כאב נשי.pdf,241,650,63,"












































































































































































































































TEL-.'\ \יiV. L!Nl\rESITY
THE YOI,AJcDA Al\'D D,\ \'lD K.c\. TZ FACUId TY OF TfiE _\RTS 
GR-\DUATE SCHOOL 
PartTwo 
WOMEN ARTISTS REPRESENT FEMINh',,: PAIN 
THROUGH THEffi BODiES 
REPRESENTATIONS OF PAIN 1N WO4IEN'S ART !N 
'IHE SECOND HALF OF THE TWENTIETH CENTO",75,70,90,78.33333333333333,[],FALSE,990020538890204146,"הפקולטה לאומנויות על שם יולנדה ודוד כץ,",17859060,
